Date,CPU Utilization,CPU Power
2023-05-14 15:44:16,0.00000,0.00000
2023-05-14 15:44:17,0.00000,0.00000
2023-05-14 15:44:18,0.00000,0.00000
2023-05-14 15:44:19,0.00000,0.00000
2023-05-14 15:44:20,0.00000,0.00000
2023-05-14 15:44:21,0.00000,0.00000
2023-05-14 15:44:22,0.00000,0.00000
2023-05-14 15:44:23,0.00000,0.00000
2023-05-14 15:44:24,0.00000,0.00000
2023-05-14 15:44:25,0.00000,0.00000
2023-05-14 15:44:26,0.00000,0.00000
2023-05-14 15:44:27,0.00063,0.07149
2023-05-14 15:44:28,0.00000,0.00000
2023-05-14 15:44:29,0.00000,0.00000
2023-05-14 15:44:30,0.00000,0.00000
2023-05-14 15:44:31,0.00000,0.00000
2023-05-14 15:44:32,0.00000,0.00000
2023-05-14 15:44:33,0.00000,0.00000
2023-05-14 15:44:34,0.00000,0.00000
2023-05-14 15:44:35,0.00000,0.00000
2023-05-14 15:44:36,0.00000,0.00000
2023-05-14 15:44:37,0.00000,0.00000
2023-05-14 15:44:38,0.00000,0.00000
2023-05-14 15:44:39,0.00000,0.00000
2023-05-14 15:44:40,0.00000,0.00000
2023-05-14 15:44:41,0.00000,0.00000
2023-05-14 15:44:42,0.00000,0.00000
2023-05-14 15:44:43,0.00000,0.00000
2023-05-14 15:44:44,0.00000,0.00000
2023-05-14 15:44:45,0.00000,0.00000
2023-05-14 15:44:46,0.00000,0.00000
2023-05-14 15:44:47,0.00000,0.00000
2023-05-14 15:44:48,0.00000,0.00000
2023-05-14 15:44:49,0.00000,0.00000
2023-05-14 15:44:50,0.00000,0.00000
2023-05-14 15:44:51,0.00000,0.00000
2023-05-14 15:44:52,0.00000,0.00000
2023-05-14 15:44:53,0.00000,0.00000
2023-05-14 15:44:54,0.00000,0.00000
2023-05-14 15:44:55,0.00000,0.00000
2023-05-14 15:44:56,0.00000,0.00000
2023-05-14 15:44:57,0.00000,0.00000
2023-05-14 15:44:58,0.00000,0.00000
2023-05-14 15:44:59,0.00000,0.00000
2023-05-14 15:45:00,0.00000,0.00000
2023-05-14 15:45:01,0.00000,0.00000
2023-05-14 15:45:02,0.00000,0.00000
2023-05-14 15:45:03,0.00000,0.00000
2023-05-14 15:45:04,0.00000,0.00000
2023-05-14 15:45:05,0.00000,0.00000
